subject	day	ado_mean_alpha	ado_mean_beta	ado_mean_gamma	ado_sd_alpha	ado_sd_beta	ado_sd_gamma	n_refits	converged	alpha_2.5%	alpha_25%	alpha_50%	alpha_75%	alpha_97.5%	alpha_mean	alpha_n_eff	alpha_Rhat	alpha_sd	alpha_se_mean	beta_2.5%	beta_25%	beta_50%	beta_75%	beta_97.5%	beta_mean	beta_n_eff	beta_Rhat	beta_sd	beta_se_mean	loggamma_2.5%	loggamma_25%	loggamma_50%	loggamma_75%	loggamma_97.5%	loggamma_mean	loggamma_n_eff	loggamma_Rhat	loggamma_sd	loggamma_se_mean
SMO19202	10	0.31327865998304	-0.18042973287524	0.72743324562251	0.14112132607517006	0.43934109623629	0.42888086854846	1	TRUE	0.21596911712861333	0.5939079931742534	0.7798537873662839	0.916048790651357	1.0878877377833382	0.7416890806239567	1136.3137555598544	1.0008368738593496	0.23136978443949605	0.006863687624084962	-1.9970466561895224	-0.3113744066720862	0.19767285049178296	0.5466594686047188	0.9326183393591934	0.017840940803798555	1064.8862874353765	1.001903435370386	0.7413266849059864	0.022717368144185353	-3.952475536896832	-3.4753080148446718	-2.879193091896365	-2.0997424081052594	-0.4351014403813059	-2.6912532591925236	1390.085146860864	1.0007472750345978	0.9713592691405166	0.026053086854736028
SMO19202	11	0.19961045541492	0.7758323936418899	3.7281008100539	0.021030853587617	0.10984540311657	0.85427004175283	1	TRUE	0.02850330218471898	0.07248435351812033	0.10813658696441336	0.153552104275331	0.3089374911442261	0.12269643584192991	910.8085147024085	1.0024366712344441	0.0760411001345566	0.0025196188598268308	0.16911678084606796	0.3540420811597691	0.4885393912721263	0.6528779649181599	1.147138035198409	0.5275571531213193	785.1127214743886	1.003495663229211	0.2541092901725744	0.009068898386291997	0.2132510221372382	1.6273438202134562	2.14936195587562	2.6356634522186795	3.622099355224191	2.097979679919973	755.2902513855762	1.0054941317530133	0.852944262573582	0.031035854887102136
SMO19202	12	0.46903341662347	-0.45437418201213	0.5201520634847899	0.097384790327345	0.45471421851672	0.10761375375122	1	TRUE	0.7723510651047188	0.9956064963421356	1.094904763957457	1.1835676075744448	1.3302662077820606	1.0830474426000967	1571.185617449657	1.0022910388446493	0.14306798095592738	0.0036093475312734737	-1.0656835589877018	0.024403929372650235	0.3235707102241506	0.5379692747125414	0.7661483082942636	0.20895493712298563	1084.3597900844343	1.0018513486447365	0.48226952996227224	0.014645463521207547	-3.9815499498730875	-3.807268893430518	-3.5515157807836566	-3.1688528111946104	-2.2027906157597097	-3.4289223210405964	2049.669330872178	1.0027123869415298	0.47944387181699516	0.010589997814826951
SMO19202	13	0.41953575638178	0.07025524456800099	0.61927840773564	0.61279461418186	0.62570452225595	0.64693103561688	3	TRUE	0.01859464782206839	0.1784932233773952	0.37570698356288623	0.6197935790222909	0.9584029170583466	0.41106016702688536	1567.4683681713923	1.0027691070672298	0.27194339727774514	0.006868772398844313	-2.5242139649746624	-0.05244950557585043	1.2823030826383146	2.155485599650284	2.9112912793413614	0.9238357549411695	2381.2576619165134	1.000717520424237	1.5266905426766346	0.03128584001162044	-3.9192799189168346	-3.2996706490389864	-2.491788701065672	-1.4941672321688078	-0.018110306595446903	-2.3351576088328465	1755.1016089998625	1.0002923514955187	1.1268700238155254	0.026898167523585124
SMO19202	14	0.99333576639593	-0.00228403293467	0.0035586431055997	0.63544140979737	0.63267963435951	0.04391383595661798	1	TRUE	1.1901813591199706	1.280685710510277	1.3164765587754186	1.3489622187043007	1.4013784890275012	1.311876476938382	1678.6031891876585	1.0023280181773284	0.05340082797951201	0.001303388752209677	0.34925908022645485	0.6155781503659008	0.7048603762708978	0.7761848258766069	0.8776906849630688	0.6824714027978745	1925.996576758523	1.0018959560556027	0.13494166535426466	0.0030748101794085664	-3.9914987162174014	-3.906602805742814	-3.7852202952477967	-3.5976986727963407	-3.1089275440243114	-3.7193146434017437	2040.9407153639086	1.0006430243333935	0.24351852614886432	0.005390348095764705
SMO19202	15	0.19005442576619	0.34860479891517	1.1562340900514	0.43332484823937	0.5622572139413701	0.79370482132515	1	TRUE	0.015655600119187468	0.18657551887425677	0.3947385115545461	0.658831249729954	0.9725543934142623	0.43035124106766987	1445.7025259556453	1.0021710441319267	0.28197402073976113	0.007415998395386544	-1.2085196517816545	1.1180767948014336	1.7011582171105886	2.2603231970796713	2.8880003684193745	1.553038081736688	2352.597648650347	1.0018316622979073	0.9965718197763629	0.02054635431392517	-3.898327122339845	-2.989238447406998	-1.9330419145813451	-0.8661708716944919	0.3567866657987042	-1.8996011343622554	1505.602435560227	1.0012019571136792	1.2624698861568042	0.032536128402353454
SMO19202	16	0.38573882772788	-0.6257413287543	0.72681465192405	0.073669539999095	0.32104357460613003	0.44778579542762	3	TRUE	0.4120311203089609	0.7480733558705894	0.9029192470685075	1.0212252957941588	1.1773121607467163	0.8708663248565803	1519.2856794458248	1.004829673317931	0.2015205176692118	0.005170107198580206	-1.7822652733684188	-0.5244102960402169	-0.11891111031515977	0.18330741228984054	0.5627574460602821	-0.23531004038101003	1371.1434052260274	1.0022164212083324	0.5859477186136736	0.015824042041080445	-3.950266829726735	-3.5523795864562016	-3.0039284753615476	-2.263590729291364	-0.6452704735576733	-2.8051253066432	1456.3359928136326	1.004733253155387	0.9186870481883597	0.024073365081381668
SMO19202	17	0.44451559279164	0.23710161429713	0.66027742658046	0.6278767329326601	0.59977070675886	0.7282264971635699	1	TRUE	0.01445764773076195	0.1439903269260294	0.30856083023091563	0.5171872307118686	0.840193060173336	0.344324468299823	1466.6080543976116	1.0022666741201471	0.23611941313129717	0.006165590293227752	-1.7602558519567175	0.790860855905973	1.5060288153345374	2.147654293143739	2.893417382617085	1.314776180620962	2113.7311129261047	1.0015167434529613	1.1481893817650963	0.024974031563627267	-3.913466380833766	-3.1055819079485345	-2.251154555591571	-1.2776649770973136	0.024393639357456164	-2.163172075394084	2021.1844489252178	1.0013928380283463	1.1313580806384913	0.025165010101597763
SMO19202	18	0.99586480333924	0.40283183599004	0.50012353319321	0.049363519132348	0.11608271729972	0.0089672595722881	1	TRUE	1.0969798931596066	1.2322656981548024	1.2996210915540192	1.3555656975147894	1.4436654238771842	1.2906756165184994	1502.6097258145653	1.0043857773285763	0.0892726711819427	0.0023030079226181942	-0.8904796024704272	-0.09450976155917132	0.1485955976849601	0.32450902487021854	0.532885263553739	0.06535275689326862	1352.0825690922866	1.0007239400478167	0.3751870618077272	0.01020343134210036	-3.9772915556992294	-3.753540663512393	-3.4591234304041345	-2.9981869084091795	-2.0248943844198886	-3.3240878144466883	1526.5070944951801	1.004349865621908	0.53708771451559	0.013746616114372846
SMO19202	19	0.59611282129926	-0.6723183228222099	0.5013847536996401	0.028933010346137	0.26071892661664003	0.026555023448122	1	TRUE	1.222024701054291	1.3913340800838283	1.4512510971397177	1.5046030450167134	1.5890358452035103	1.4402290224116316	1773.689768578186	1.0003515352110344	0.0932063444671806	0.00221312857149615	-2.0073402705148884	-0.5269066669592829	-0.018869264650134054	0.3006671724664757	0.6083485927733447	-0.20377686653043287	1156.8775626956235	1.001192164619993	0.6854749440362833	0.020153379626099067	-3.988947799982637	-3.8345612473284376	-3.631872405501885	-3.3519878343672804	-2.679233390312289	-3.5526352756654753	1610.9846955251726	1.0010269823641889	0.3550099887368687	0.00884493947547336
SMO19202	20	0.99811155389266	0.21338654242142	0.50000288240526	0.023174395858663	0.19018731730382	0.0012098012352728	1	TRUE	1.0577223519213794	1.175877312078235	1.242928526029949	1.306467563955738	1.4098749066775238	1.240099787310701	1690.3812820786095	1.001315261186449	0.09272153827056158	0.002255216760676046	-2.800163180943464	-1.5771920160043722	-0.9236991591419567	-0.4133499150953518	0.18527013581199053	-1.0417295804302733	1367.7393288649973	1.001517639308202	0.8087624907573928	0.021868517046766223	-3.947115934788872	-3.475225711944303	-3.038052315880657	-2.5650025426443444	-1.7688726360852876	-2.9939661773688693	1500.77829628812	1.0005385849560866	0.5991758969278543	0.015466643111718283
SMO19202	21	0.7088531227350899	-0.6023761490949301	0.50271464574236	0.10011007593253	0.34159855763173	0.037195078025232003	1	TRUE	1.0271890911801762	1.2996903701350722	1.4112096445022169	1.5011907236659128	1.6228916748872146	1.389165231604548	1436.507923418148	1.0010831071238848	0.15309737350382666	0.004039370851403941	-2.914056299015323	-2.1922295654692596	-1.3899723215158475	-0.5744560317205953	0.3894532505058996	-1.3608884922280513	1719.462958716327	1.000979409748036	0.9702527295278642	0.02339852390970678	-3.9793351053008723	-3.7547857154574107	-3.460085565131026	-3.0998940486360658	-2.295837498572772	-3.3814302612369684	1571.0198069597782	1.000486821110724	0.4600361181837067	0.011606495301275187
SMO19202	22	0.37958011657857	0.2348865224441	0.7545551934698901	0.59686954698171	0.6010498006911801	0.7421115431279001	1	TRUE	0.011529383575008137	0.12126956180463175	0.28530483113022265	0.49172881457830164	0.8187290345844045	0.32356256239825204	1836.8913561911293	1.0004273446717413	0.2332191117916808	0.005441547214623961	-2.0568260412075636	0.7053779599896686	1.5726052726579147	2.267011044158935	2.928890846762573	1.3140735312600085	2504.927776565226	1.000651119237492	1.2626048371338923	0.02522724613601019	-3.9203647064679576	-3.0451688284385807	-2.0784093813736217	-1.0487393383345176	0.16119142882261261	-2.0213514008805458	1860.5892679974918	1.003396253084144	1.1949321756942604	0.02770243851556095
SMO19202	23	0.35548207714146995	0.14967306865906	0.65443121404162	0.51405555049238	0.61991414324158	0.57602913338497	1	TRUE	0.040553089015807925	0.3115214260066832	0.5162372918387381	0.7155829918397807	0.9745827401743339	0.5117167448496717	1825.1246061708962	1.0034048653373746	0.2608586016935719	0.006106029551426489	-2.0392691673571903	0.6458544498574883	1.571069677757937	2.2184028634139583	2.9161897365896796	1.2830408144045247	3012.660118153414	1.000654380605123	1.2710818364126366	0.02315786104147897	-3.8915778352684667	-3.067952986824666	-2.2602443118608537	-1.3584707951868058	-0.07132649534147503	-2.1809934692011432	2147.04778255786	1.002125452092303	1.0777730870138211	0.02325982697496107
SMO19202	25	0.52069143097378	0.32404267137446	0.60419671498762	0.098953814793689	0.290836159621	0.21083740901543	1	TRUE	0.7077103295479878	0.943157973206033	1.050502212161267	1.1362196347680347	1.2575029936203714	1.0317139252060143	723.6679749737183	1.0094222498241832	0.14170123328763012	0.005267492830552777	0.14758461858471494	0.5302364310998957	0.6822047405107631	0.7940410105825274	0.9657867625077924	0.644659925710212	1446.87421621384	1.0046505021898062	0.21350347483506144	0.005612929132774013	-3.9759644422553695	-3.72622745037345	-3.3754409708616415	-2.876928298536385	-1.7325795658365237	-3.2330282508081876	734.5957263303546	1.0083852896174654	0.6161404198206618	0.02273293454383049
SMO19202	26	0.0051484281795436	0.6989854202139301	3.7053332487138	0.036303662090346	0.22512256128381	0.89886829469249	1	TRUE	0.0027454191155010794	0.027757203213653735	0.06357759567685649	0.1214550311489718	0.34397910944104526	0.09085087497723997	994.1220731177975	1.004676321522208	0.09383118503384119	0.002975961735695779	0.3830985244844351	0.7720497841971407	1.1143923719455018	1.6407582512130572	2.765761008214331	1.2576454597547884	1121.0595741244829	1.0022232616402134	0.6331937960269535	0.018911340100518204	-1.470586421112396	0.17286490066885007	0.7152508801337101	1.1146350812708608	1.6734108779379258	0.5562330773965806	809.7223099529739	1.0069012506864203	0.8108549052137792	0.028495422170707736
SMO19202	27	1.1999724439663	-0.32619594934892	0.50757694503518	0.0023479793087509	0.4473761516023401	0.061901738307024	3	TRUE	1.109383378610023	1.142077020962959	1.1870759813434355	1.2645686834660776	1.4439090710824891	1.2147406774254	947.6007269758837	1.0063784216436087	0.0927289560529185	0.0030123309079397027	-2.942081695429567	-2.3381065747237955	-1.663040909283104	-0.878770898413634	0.25663339312298716	-1.5711161002851173	1133.6096665316743	1.007666839016599	0.9172998313643901	0.02724454399957187	-3.6596263377738083	-2.3666233973278157	-1.5278586200053126	-0.655875890871163	0.8040020435171013	-1.4962108862158379	914.3445388877168	1.0059895345122307	1.1795771306448781	0.03900959184197204
SMO19202	28	0.99556791424642	7.4411392225259e-7	0.0022686803124388	0.6345357795548	0.63245077497369	0.034362269941206	2	TRUE	0.007164985576705318	0.07105533876298331	0.15957223594314707	0.2848064981032353	0.5537594749865266	0.19403641924138437	3338.8376111342072	1.0006964862298517	0.1512075435042362	0.002616831804179682	-2.8600502547530344	-1.4958084221059953	-0.02707691222998254	1.4415364405503879	2.83102377503361	-0.01847393173805279	3932.67595412716	1.0006599136591736	1.7208050224565636	0.027440219658390785	-3.9713168898850637	-3.6824420124848833	-3.2798950152503585	-2.7253260229972254	-1.5697211233784625	-3.133361999976709	3796.411639673801	1.0005996845065526	0.6713598357621624	0.010896040474487658
